"resource","column_name","data_type","row_count","not_null_proportion","distinct_proportion","distinct_count","is_unique","min","max","avg","median","profiled_at"
int_parts_and_suppliers_by_region,total_parts,bigint,24.000000,1.0,0.041666666666666664,1,false,"1","1",1.0,"1.0","2024-05-27 04:24:17.159+02"
int_parts_and_suppliers_by_region,total_suppliers,bigint,24.000000,1.0,0.20833333333333334,5,false,"973","1030",1000.625,"989.0","2024-05-27 04:24:17.159+02"
int_parts_and_suppliers_by_region,average_account_balance,double,24.000000,1.0,0.20833333333333334,5,false,"4410.799029322545","4620.868300970877",4494.279882233781,"4452.262106885919","2024-05-27 04:24:17.159+02"
int_parts_and_suppliers_by_region,unique_brands_count,bigint,24.000000,1.0,0.041666666666666664,1,false,"1","1",1.0,"1.0","2024-05-27 04:24:17.159+02"
int_parts_and_suppliers_by_region,average_part_size,double,24.000000,1.0,0.875,21,false,"1.0","48.0",24.958333333333332,"23.0","2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation_copilot,nation_name,varchar,25.000000,1.0,1.0,25,true,ALGERIA,VIETNAM,,IRAQ,"2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation_copilot,number_of_orders,bigint,25.000000,1.0,1.0,25,true,"29187","31161",30000.0,"29929.0","2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation_copilot,total_quantity,hugeint,25.000000,1.0,1.0,25,true,"2974653","3181617",,"3054292.0","2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation_copilot,total_revenue,double,25.000000,1.0,1.0,25,true,"4312811668.069997","4613224818.130009",4437109440.784401,"4425841898.790004","2024-05-27 04:24:17.159+02"
int_parts_and_suppliers_by_region_copilot,region_id,bigint,400000.000000,1.0,0.0000125,5,false,"0","4",1.9902,"2.0","2024-05-27 04:24:17.159+02"
int_parts_and_suppliers_by_region_copilot,part_id,bigint,400000.000000,1.0,0.25,100000,false,"1","100000",50000.5,"50000.5","2024-05-27 04:24:17.159+02"
int_parts_and_suppliers_by_region_copilot,supplier_id,bigint,400000.000000,1.0,0.0125,5000,false,"1","5000",2500.5,"2500.5","2024-05-27 04:24:17.159+02"
int_parts_and_suppliers_by_region_copilot,total_count,hugeint,400000.000000,1.0,0.0000025,1,false,"1","1",,"1.0","2024-05-27 04:24:17.159+02"
int_lineitem_sold_per_customer_copilot,customer_id,bigint,49998.000000,1.0,1.0,49998,true,"1","74999",37499.61314452578,"37500.0","2024-05-27 04:24:17.159+02"
int_lineitem_sold_per_customer_copilot,lineitems_bought,bigint,49998.000000,1.0,0.0032001280051202046,160,false,"1","164",59.99581983279331,"57.0","2024-05-27 04:24:17.159+02"
int_lineitem_revenue,region_id,bigint,5.000000,1.0,1.0,5,true,"0","4",2.0,"2.0","2024-05-27 04:24:17.159+02"
int_lineitem_revenue,region_name,varchar,5.000000,1.0,1.0,5,true,AFRICA,MIDDLE EAST,,ASIA,"2024-05-27 04:24:17.159+02"
int_lineitem_revenue,max_revenue_in_region,double,5.000000,1.0,1.0,5,true,"6075198.1","6311825.61",6157596.890000001,"6151869.42","2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation,nation_name,varchar,25.000000,1.0,1.0,25,true,ALGERIA,VIETNAM,,IRAQ,"2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation,avg_total_orders,double,25.000000,1.0,1.0,25,true,"14.669161676646707","15.34563591022444",15.00067450970924,"15.0125","2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation,avg_total_quantity_ordered,double,25.000000,1.0,1.0,25,true,"1492.880738522954","1570.6394014962593",1530.4681035204007,"1531.5288035450517","2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation,avg_total_order_value,double,25.000000,1.0,1.0,25,true,"2163496.6974451146","2276441.7493316713",2218646.4848688752,"2221989.553634987","2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation,avg_item_value_per_order,double,25.000000,1.0,1.0,25,true,"36868.82508717946","37134.344052579356",36976.43694336302,"36978.98866498739","2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation,number_of_customers,bigint,25.000000,1.0,0.92,23,false,"1950","2083",1999.92,"1985.0","2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation,total_quantity_by_nation,hugeint,25.000000,1.0,1.0,25,true,"2974653","3181617",,"3054292.0","2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation,avg_quantity_by_nation,double,25.000000,1.0,1.0,25,true,"25.42434686878096","25.5798816077469",25.50950165736897,"25.519329141144272","2024-05-27 04:24:17.159+02"
int_ordering_habits_per_nation,total_orders_by_nation,bigint,25.000000,1.0,1.0,25,true,"116588","124859",119986.84,"119577.0","2024-05-27 04:24:17.159+02"
int_avg_revenue_per_customer_order_copilot,customer_id,bigint,0.000000,,,0,true,,,,,"2024-05-27 04:24:17.159+02"
int_avg_revenue_per_customer_order_copilot,total_revenue,double,0.000000,,,0,true,,,,,"2024-05-27 04:24:17.159+02"
int_avg_revenue_per_customer_order_copilot,avg_revenue_per_order,double,0.000000,,,0,true,,,,,"2024-05-27 04:24:17.159+02"
int_lineitem_revenue_copilot,region_id,bigint,49998.000000,1.0,0.00010000400016,5,false,"0","4",1.998179927197088,"2.0","2024-05-27 04:24:17.159+02"
int_lineitem_revenue_copilot,customer_id,bigint,49998.000000,1.0,1.0,49998,true,"1","74999",37499.61314452578,"37500.0","2024-05-27 04:24:17.159+02"
int_lineitem_revenue_copilot,max_revenue,double,49998.000000,1.0,0.999979999199968,49997,false,"8131.92","6311825.609999999",2192040.7202014136,"2075986.815","2024-05-27 04:24:17.159+02"
int_avg_revenue_per_customer_order,customer_id,bigint,49998.000000,1.0,1.0,49998,true,"1","74999",37499.61314452578,"37500.0","2024-05-27 04:24:17.159+02"
int_avg_revenue_per_customer_order,customer_name,varchar,49998.000000,1.0,1.0,49998,true,Customer#000000001,Customer#000074999,,Customer#000037499,"2024-05-27 04:24:17.159+02"
int_avg_revenue_per_customer_order,avg_revenue_per_order,double,49998.000000,1.0,0.999979999199968,49997,false,"8131.92","284466.595",146100.14843763164,"145688.9400862069","2024-05-27 04:24:17.159+02"
